animal_id,animal_no,scientific_name,common_name_it,common_name_en,iucn_assessment_id,iucn_lookup_status,habitat_code,habitat_name_it,habitat_suitability,major_importance,seasonality,elevation_lower_m,elevation_upper_m,depth_upper_m,depth_lower_m
3,003,Podarcis Muralis,Lucertola Muraiola,Common Wall Lizard,12514105,ok,14.4,Orti rurali,suitable,unknown,unknown,0.0,2500.0,,
3,003,Podarcis Muralis,Lucertola Muraiola,Common Wall Lizard,12514105,ok,4.4,Prateria – Temperata,suitable,unknown,unknown,0.0,2500.0,,
3,003,Podarcis Muralis,Lucertola Muraiola,Common Wall Lizard,12514105,ok,14.5,Aree urbane,suitable,unknown,unknown,0.0,2500.0,,
4,004,Vulpes Zerda,Fennec,Fennec Fox,46173447,ok,8.1,Deserto – Caldo,suitable,yes,unknown,0.0,,,
4,004,Vulpes Zerda,Fennec,Fennec Fox,46173447,ok,13.3,Dune sabbiose costiere,suitable,yes,resident,0.0,,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,1.9,Foresta – Subtropicale/tropicale umida montana,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,14.4,Orti rurali,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,14.5,Aree urbane,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,14.6,Foresta subtropicale/tropicale fortemente degradata,suitable,yes,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,3.6,Arbusti – Subtropicale/tropicale umido,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,1.4,Foresta – Temperata,suitable,no,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,1.5,Foresta – Subtropicale/tropicale secca,suitable,yes,breeding,,1900.0,,
5,005,Archilochus Colubris,Colibrì Golarubina,Ruby-Throated Hummingbird,186910664,ok,1.6,Foresta – Pianura umida subtropicale/tropicale,suitable,yes,breeding,,1900.0,,
6,006,Uromastyx Acanthinura,Uromastice Del Nord Africa,North African Spiny-Tailed Lizard,2531202,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,unknown,unknown,,,,
6,006,Uromastyx Acanthinura,Uromastice Del Nord Africa,North African Spiny-Tailed Lizard,2531202,ok,6,Zone rocciose,suitable,unknown,unknown,,,,
6,006,Uromastyx Acanthinura,Uromastice Del Nord Africa,North African Spiny-Tailed Lizard,2531202,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,,,,
7,007,Pandinus Imperator,Scorpione Imperatore,Emperor Scorpion,,assessment_not_found,,,unknown,unknown,unknown,,,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,14.2,Pascoli,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,3.1,Arbusti – Subartico,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,3.4,Arbusti – Temperati,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,1.1,Foresta boreale,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,4.1,Prateria – Tundra,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,4.2,Prateria – Subartico,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,8.2,Deserto – Temperato,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,4.4,Prateria – Temperata,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,1.2,Foresta - Subartico,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,5.4,"Zone umide (interne) – Paludi, acquitrini, torbiere",suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,1.5,Foresta – Subtropicale/tropicale secca,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,1.4,Foresta – Temperata,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,5.10,Zone umide (interne) – Zone umide della tundra,suitable,unknown,unknown,0.0,3000.0,,
8,008,Canis Lupus,Lupo Grigio,Grey Wolf,247624660,ok,6,Zone rocciose,suitable,unknown,unknown,0.0,3000.0,,
9,009,Pyrrhocoris Apterus,Cavaliere Rosso,Firebug,,assessment_not_found,,,unknown,unknown,unknown,,,,
10,010,Gerbillus Gerbillus,Gerbillo Del Deserto,Lesser Egyptian Gerbil,115090506,ok,14.1,Terreno arabile,marginal,unknown,unknown,,,,
10,010,Gerbillus Gerbillus,Gerbillo Del Deserto,Lesser Egyptian Gerbil,115090506,ok,13.3,Dune sabbiose costiere,suitable,unknown,unknown,,,,
10,010,Gerbillus Gerbillus,Gerbillo Del Deserto,Lesser Egyptian Gerbil,115090506,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,,,,
11,011,Brachypelma Hamorii,Tarantola Messicana Dalle Ginocchia Arancioni,Mexican Red-Knee Tarantula,148726332,ok,1.5,Foresta – Subtropicale/tropicale secca,suitable,yes,resident,0.0,2110.0,,
12,012,Phycodurus Eques,Drago Foglia Fogliato,Leafy Seadragon,67622420,ok,9.9,Erba marina sommersa,suitable,unknown,unknown,,,0.0,30.0
12,012,Phycodurus Eques,Drago Foglia Fogliato,Leafy Seadragon,67622420,ok,10.1,Epipelagico (0–200 m),unknown,unknown,unknown,,,0.0,30.0
12,012,Phycodurus Eques,Drago Foglia Fogliato,Leafy Seadragon,67622420,ok,9.7,Neritico marino – Macroalghe/alghe,suitable,unknown,unknown,,,0.0,30.0
12,012,Phycodurus Eques,Drago Foglia Fogliato,Leafy Seadragon,67622420,ok,9.8,Neritica marina – Barriera corallina,unknown,unknown,unknown,,,0.0,30.0
12,012,Phycodurus Eques,Drago Foglia Fogliato,Leafy Seadragon,67622420,ok,9.1,Neritico marino – Pelagico,marginal,unknown,unknown,,,0.0,30.0
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,14.4,Orti rurali,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,14.1,Terreno arabile,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,3.8,Arbusti – Vegetazione arbustiva di tipo mediterraneo,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,14.2,Pascoli,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,1.4,Foresta – Temperata,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,3.4,Arbusti – Temperati,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,1.5,Foresta – Subtropicale/tropicale secca,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,6,Zone rocciose,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,14.5,Aree urbane,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,4.4,Prateria – Temperata,suitable,no,breeding,0.0,3200.0,,
13,013,Pica Pica,Gazza Comune,Eurasian Magpie,264575751,ok,4.5,Prateria – Subtropicale/tropicale arida,suitable,no,breeding,0.0,3200.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,2.1,Savana - Secca,suitable,no,resident,0.0,2800.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,6,Zone rocciose,suitable,no,resident,0.0,2800.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,no,resident,0.0,2800.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,8.1,Deserto – Caldo,suitable,no,resident,0.0,2800.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,14.5,Aree urbane,suitable,no,resident,0.0,2800.0,,
14,014,Bubo Ascalaphus,Gufo Del Deserto,Desert Eagle-Owl,263650483,ok,5.9,Zone umide (interne) – Sorgenti di acqua dolce e oasi,suitable,no,resident,0.0,2800.0,,
15,015,Dermochelys Coriacea,Liuto,Leatherback Sea Turtle,43526147,ok,12.2,"Coste sabbiose e/o spiagge, banchi di sabbia, lingue di sabbia",suitable,yes,unknown,,,0.0,1300.0
15,015,Dermochelys Coriacea,Liuto,Leatherback Sea Turtle,43526147,ok,10.1,Epipelagico (0–200 m),suitable,yes,unknown,,,0.0,1300.0
15,015,Dermochelys Coriacea,Liuto,Leatherback Sea Turtle,43526147,ok,13.3,Dune sabbiose costiere,suitable,yes,unknown,,,0.0,1300.0
16,016,Ptilocercus Lowii,Toporagno Arboricolo Dalla Coda Piumata,Pen-Tailed Treeshrew,229799507,ok,14.3,Piantagioni,marginal,unknown,unknown,0.0,1200.0,,
16,016,Ptilocercus Lowii,Toporagno Arboricolo Dalla Coda Piumata,Pen-Tailed Treeshrew,229799507,ok,14.4,Orti rurali,marginal,unknown,unknown,0.0,1200.0,,
16,016,Ptilocercus Lowii,Toporagno Arboricolo Dalla Coda Piumata,Pen-Tailed Treeshrew,229799507,ok,1.6,Foresta – Pianura umida subtropicale/tropicale,suitable,unknown,unknown,0.0,1200.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,unknown,unknown,0.0,1300.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,14.2,Pascoli,suitable,unknown,unknown,0.0,1300.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,14.1,Terreno arabile,marginal,unknown,unknown,0.0,1300.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,14.4,Orti rurali,marginal,unknown,unknown,0.0,1300.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,14.5,Aree urbane,marginal,unknown,unknown,0.0,1300.0,,
17,017,Varanus Griseus,Varano Del Deserto,Desert Monitor,3110663,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,0.0,1300.0,,
18,018,Heloderma Suspectum,Lucertola Di Gila,Gila Monster,13022716,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,unknown,unknown,,,,
18,018,Heloderma Suspectum,Lucertola Di Gila,Gila Monster,13022716,ok,3.4,Arbusti – Temperati,suitable,unknown,unknown,,,,
18,018,Heloderma Suspectum,Lucertola Di Gila,Gila Monster,13022716,ok,1.4,Foresta – Temperata,marginal,unknown,unknown,,,,
18,018,Heloderma Suspectum,Lucertola Di Gila,Gila Monster,13022716,ok,8.2,Deserto – Temperato,suitable,unknown,unknown,,,,
18,018,Heloderma Suspectum,Lucertola Di Gila,Gila Monster,13022716,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,,,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,10.2,Mesopelagico (200–1.000 m),suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,10.1,Epipelagico (0–200 m),suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.9,Erba marina sommersa,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.1,Neritico marino – Pelagico,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.2,Neritica marina – Rocce e scogliere rocciose subtidali,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.3,Neritico marino – Roccia/ciottoli/ghiaia sciolti subtidali,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.4,Neritico marino – Sabbioso subtidale,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.5,Neritico marino – Fango sabbioso subtidale,suitable,yes,breeding,0.0,100.0,,
19,019,Sula Sula,Sula Dalle Zampe Rosse,Red-Footed Booby,168988714,ok,9.7,Neritico marino – Macroalghe/alghe,suitable,yes,breeding,0.0,100.0,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,14.4,Orti rurali,suitable,no,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,13.3,Dune sabbiose costiere,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,1.4,Foresta – Temperata,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,14.1,Terreno arabile,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,14.2,Pascoli,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,14.3,Piantagioni,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,17,Altri,unknown,unknown,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,3.3,Arbusti – Boreale,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,3.4,Arbusti – Temperati,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,1.1,Foresta boreale,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,3.8,Arbusti – Vegetazione arbustiva di tipo mediterraneo,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,4.4,Prateria – Temperata,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,14.5,Aree urbane,suitable,yes,resident,,,,
20,020,Apis Mellifera,Ape Mellifera,Western Honey Bee,277757621,ok,5.3,Zone umide (interne) – Zone umide dominate da arbusti,suitable,yes,resident,,,,
21,021,Cerastes Cerastes,Vipera Cornuta Del Sahara,Saharan Horned Viper,2486896,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,unknown,unknown,0.0,1500.0,,
21,021,Cerastes Cerastes,Vipera Cornuta Del Sahara,Saharan Horned Viper,2486896,ok,6,Zone rocciose,suitable,unknown,unknown,0.0,1500.0,,
21,021,Cerastes Cerastes,Vipera Cornuta Del Sahara,Saharan Horned Viper,2486896,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,0.0,1500.0,,
22,022,Phrynosoma Cornutum,Rospo Cornuto Del Texas,Texas Horned Lizard,12741535,ok,4.4,Prateria – Temperata,suitable,unknown,unknown,,,,
22,022,Phrynosoma Cornutum,Rospo Cornuto Del Texas,Texas Horned Lizard,12741535,ok,8.2,Deserto – Temperato,suitable,unknown,unknown,,,,
22,022,Phrynosoma Cornutum,Rospo Cornuto Del Texas,Texas Horned Lizard,12741535,ok,8.1,Deserto – Caldo,suitable,unknown,unknown,,,,
23,023,Lanius Meridionalis,Averla Meridionale,Iberian Grey Shrike,118845180,ok,1.4,Foresta – Temperata,suitable,no,resident,,1200.0,,
23,023,Lanius Meridionalis,Averla Meridionale,Iberian Grey Shrike,118845180,ok,3.4,Arbusti – Temperati,suitable,no,resident,,1200.0,,
23,023,Lanius Meridionalis,Averla Meridionale,Iberian Grey Shrike,118845180,ok,3.8,Arbusti – Vegetazione arbustiva di tipo mediterraneo,suitable,no,resident,,1200.0,,
23,023,Lanius Meridionalis,Averla Meridionale,Iberian Grey Shrike,118845180,ok,14.1,Terreno arabile,suitable,no,resident,,1200.0,,
23,023,Lanius Meridionalis,Averla Meridionale,Iberian Grey Shrike,118845180,ok,14.2,Pascoli,suitable,no,resident,,1200.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,14.1,Terreno arabile,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,14.3,Piantagioni,marginal,unknown,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,8.2,Deserto – Temperato,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,14.2,Pascoli,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,14.4,Orti rurali,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,14.5,Aree urbane,suitable,no,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,3.4,Arbusti – Temperati,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,4.1,Prateria – Tundra,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,4.2,Prateria – Subartico,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,4.4,Prateria – Temperata,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,5.3,Zone umide (interne) – Zone umide dominate da arbusti,suitable,yes,resident,0.0,4500.0,,
24,024,Vulpes Vulpes,Volpe Rossa,Red Fox,193903628,ok,1.4,Foresta – Temperata,suitable,yes,resident,0.0,4500.0,,
25,025,Ranoidea Caerulea,Raganella Verde Australiana,Australian Green Tree Frog,,assessment_not_found,,,unknown,unknown,unknown,,,,
26,026,Oecophylla Smaragdina,Formica Tessitrice Smeraldina,Weaver Ant,,assessment_not_found,,,unknown,unknown,unknown,,,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,5.7,Zone umide (interne) – Paludi/stagni d'acqua dolce permanenti (inferiori a 8 ettari),suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,5.6,Zone umide (interne) – Laghi d'acqua dolce stagionali/intermittenti (oltre 8 ha),suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,5.5,Zone umide (interne) – Laghi permanenti di acqua dolce (oltre 8 ettari),suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,5.4,"Zone umide (interne) – Paludi, acquitrini, torbiere",suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,14.1,Terreno arabile,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,14.2,Pascoli,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,14.4,Orti rurali,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,14.5,Aree urbane,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,15.9,Canali e fossi di drenaggio,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,2.1,Savana - Secca,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,4.4,Prateria – Temperata,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,4.5,Prateria – Subtropicale/tropicale arida,suitable,no,breeding,,3000.0,,
27,027,Hirundo Rustica,Rondine Comune,Barn Swallow,137668645,ok,5.1,Zone umide (interne) – Fiumi/torrenti/cascate permanenti,suitable,no,breeding,,3000.0,,
28,028,Gazella Dorcas,Gazzella Di Dorcas,Dorcas Gazelle,50186334,ok,3.5,Arbusti – Zona secca subtropicale/tropicale,marginal,unknown,resident,,,,
28,028,Gazella Dorcas,Gazzella Di Dorcas,Dorcas Gazelle,50186334,ok,4.5,Prateria – Subtropicale/tropicale arida,marginal,unknown,resident,,,,
28,028,Gazella Dorcas,Gazzella Di Dorcas,Dorcas Gazelle,50186334,ok,8.1,Deserto – Caldo,suitable,yes,resident,,,,
